task,alpha,release,start,finish,deadline,response,waiting,tardiness,miss,utility
PIR,0.75,3000.0,3003.0,3004.0,3200.0,4.0,3.0,0.0,0,1.0
Button,0.75,3000.0,3004.0,3005.0,3200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,3200.0,3200.0,3203.0,3400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,3400.0,3400.0,3403.0,3600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,3500.0,3500.0,3501.0,3700.0,1.0,0.0,0.0,0,1.0
Button,0.75,3500.0,3501.0,3502.0,3700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,3600.0,3600.0,3603.0,3800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,3800.0,3800.0,3803.0,4000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,4000.0,4000.0,4003.0,4200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,4000.0,4003.0,4004.0,4200.0,4.0,3.0,0.0,0,1.0
Button,0.75,4000.0,4004.0,4005.0,4200.0,5.0,4.0,0.0,0,1.0
Sound,0.75,4000.0,4005.0,4011.0,6000.0,11.0,5.0,0.0,0,1.0
Ultra,0.75,4200.0,4200.0,4203.0,4400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,4400.0,4400.0,4403.0,4600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,4500.0,4500.0,4501.0,4700.0,1.0,0.0,0.0,0,1.0
Button,0.75,4500.0,4501.0,4502.0,4700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,4600.0,4600.0,4603.0,4800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,4800.0,4800.0,4803.0,5000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,5000.0,5000.0,5003.0,5200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,5000.0,5003.0,5004.0,5200.0,4.0,3.0,0.0,0,1.0
Button,0.75,5000.0,5004.0,5005.0,5200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,5200.0,5200.0,5203.0,5400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,5400.0,5400.0,5403.0,5600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,5500.0,5500.0,5501.0,5700.0,1.0,0.0,0.0,0,1.0
Button,0.75,5500.0,5501.0,5502.0,5700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,5600.0,5600.0,5603.0,5800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,5800.0,5800.0,5803.0,6000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,6000.0,6000.0,6003.0,6200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,6000.0,6003.0,6004.0,6200.0,4.0,3.0,0.0,0,1.0
Button,0.75,6000.0,6004.0,6005.0,6200.0,5.0,4.0,0.0,0,1.0
Sound,0.75,6000.0,6005.0,6011.0,8000.0,11.0,5.0,0.0,0,1.0
Ultra,0.75,6200.0,6200.0,6203.0,6400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,6400.0,6400.0,6403.0,6600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,6500.0,6500.0,6501.0,6700.0,1.0,0.0,0.0,0,1.0
Button,0.75,6500.0,6501.0,6502.0,6700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,6600.0,6600.0,6603.0,6800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,6800.0,6800.0,6803.0,7000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,7000.0,7000.0,7003.0,7200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,7000.0,7003.0,7004.0,7200.0,4.0,3.0,0.0,0,1.0
Button,0.75,7000.0,7004.0,7005.0,7200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,7200.0,7200.0,7203.0,7400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,7400.0,7400.0,7403.0,7600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,7500.0,7500.0,7501.0,7700.0,1.0,0.0,0.0,0,1.0
Button,0.75,7500.0,7501.0,7502.0,7700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,7600.0,7600.0,7603.0,7800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,7800.0,7800.0,7803.0,8000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,8000.0,8000.0,8003.0,8200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,8000.0,8003.0,8004.0,8200.0,4.0,3.0,0.0,0,1.0
Button,0.75,8000.0,8004.0,8005.0,8200.0,5.0,4.0,0.0,0,1.0
Sound,0.75,8000.0,8005.0,8011.0,10000.0,11.0,5.0,0.0,0,1.0
Ultra,0.75,8200.0,8200.0,8203.0,8400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,8400.0,8400.0,8403.0,8600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,8500.0,8500.0,8501.0,8700.0,1.0,0.0,0.0,0,1.0
Button,0.75,8500.0,8501.0,8502.0,8700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,8600.0,8600.0,8603.0,8800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,8800.0,8800.0,8803.0,9000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,9000.0,9000.0,9003.0,9200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,9000.0,9003.0,9004.0,9200.0,4.0,3.0,0.0,0,1.0
Button,0.75,9000.0,9004.0,9005.0,9200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,9200.0,9200.0,9203.0,9400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,9400.0,9400.0,9403.0,9600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,9500.0,9500.0,9501.0,9700.0,1.0,0.0,0.0,0,1.0
Button,0.75,9500.0,9501.0,9502.0,9700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,9600.0,9600.0,9603.0,9800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,9800.0,9800.0,9803.0,10000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,10000.0,10000.0,10003.0,10200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,10000.0,10003.0,10004.0,10200.0,4.0,3.0,0.0,0,1.0
Button,0.75,10000.0,10004.0,10005.0,10200.0,5.0,4.0,0.0,0,1.0
Sound,0.75,10000.0,10005.0,10011.0,12000.0,11.0,5.0,0.0,0,1.0
Ultra,0.75,10200.0,10200.0,10203.0,10400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,10400.0,10400.0,10403.0,10600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,10500.0,10500.0,10501.0,10700.0,1.0,0.0,0.0,0,1.0
Button,0.75,10500.0,10501.0,10502.0,10700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,10600.0,10600.0,10603.0,10800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,10800.0,10800.0,10803.0,11000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,11000.0,11000.0,11003.0,11200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,11000.0,11003.0,11004.0,11200.0,4.0,3.0,0.0,0,1.0
Button,0.75,11000.0,11004.0,11005.0,11200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,11200.0,11200.0,11203.0,11400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,11400.0,11400.0,11403.0,11600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,11500.0,11500.0,11501.0,11700.0,1.0,0.0,0.0,0,1.0
Button,0.75,11500.0,11501.0,11502.0,11700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,11600.0,11600.0,11603.0,11800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,11800.0,11800.0,11803.0,12000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,12000.0,12000.0,12003.0,12200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,12000.0,12003.0,12004.0,12200.0,4.0,3.0,0.0,0,1.0
Button,0.75,12000.0,12004.0,12005.0,12200.0,5.0,4.0,0.0,0,1.0
Sound,0.75,12000.0,12005.0,12011.0,14000.0,11.0,5.0,0.0,0,1.0
Ultra,0.75,12200.0,12200.0,12203.0,12400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,12400.0,12400.0,12403.0,12600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,12500.0,12500.0,12501.0,12700.0,1.0,0.0,0.0,0,1.0
Button,0.75,12500.0,12501.0,12502.0,12700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,12600.0,12600.0,12603.0,12800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,12800.0,12800.0,12803.0,13000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,13000.0,13000.0,13003.0,13200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,13000.0,13003.0,13004.0,13200.0,4.0,3.0,0.0,0,1.0
Button,0.75,13000.0,13004.0,13005.0,13200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,13200.0,13200.0,13203.0,13400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,13400.0,13400.0,13403.0,13600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,13500.0,13500.0,13501.0,13700.0,1.0,0.0,0.0,0,1.0
Button,0.75,13500.0,13501.0,13502.0,13700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,13600.0,13600.0,13603.0,13800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,13800.0,13800.0,13803.0,14000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,14000.0,14000.0,14003.0,14200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,14000.0,14003.0,14004.0,14200.0,4.0,3.0,0.0,0,1.0
Button,0.75,14000.0,14004.0,14005.0,14200.0,5.0,4.0,0.0,0,1.0
Sound,0.75,14000.0,14005.0,14011.0,16000.0,11.0,5.0,0.0,0,1.0
Ultra,0.75,14200.0,14200.0,14203.0,14400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,14400.0,14400.0,14403.0,14600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,14500.0,14500.0,14501.0,14700.0,1.0,0.0,0.0,0,1.0
Button,0.75,14500.0,14501.0,14502.0,14700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,14600.0,14600.0,14603.0,14800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,14800.0,14800.0,14803.0,15000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,15000.0,15000.0,15003.0,15200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,15000.0,15003.0,15004.0,15200.0,4.0,3.0,0.0,0,1.0
Button,0.75,15000.0,15004.0,15005.0,15200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,15200.0,15200.0,15203.0,15400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,15400.0,15400.0,15403.0,15600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,15500.0,15500.0,15501.0,15700.0,1.0,0.0,0.0,0,1.0
Button,0.75,15500.0,15501.0,15502.0,15700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,15600.0,15600.0,15603.0,15800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,15800.0,15800.0,15803.0,16000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,16000.0,16000.0,16003.0,16200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,16000.0,16003.0,16004.0,16200.0,4.0,3.0,0.0,0,1.0
Button,0.75,16000.0,16004.0,16005.0,16200.0,5.0,4.0,0.0,0,1.0
Sound,0.75,16000.0,16005.0,16011.0,18000.0,11.0,5.0,0.0,0,1.0
Ultra,0.75,16200.0,16200.0,16203.0,16400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,16400.0,16400.0,16403.0,16600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,16500.0,16500.0,16501.0,16700.0,1.0,0.0,0.0,0,1.0
Button,0.75,16500.0,16501.0,16502.0,16700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,16600.0,16600.0,16603.0,16800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,16800.0,16800.0,16803.0,17000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,17000.0,17000.0,17003.0,17200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,17000.0,17003.0,17004.0,17200.0,4.0,3.0,0.0,0,1.0
Button,0.75,17000.0,17004.0,17005.0,17200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,17200.0,17200.0,17203.0,17400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,17400.0,17400.0,17403.0,17600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,17500.0,17500.0,17501.0,17700.0,1.0,0.0,0.0,0,1.0
Button,0.75,17500.0,17501.0,17502.0,17700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,17600.0,17600.0,17603.0,17800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,17800.0,17800.0,17803.0,18000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,18000.0,18000.0,18003.0,18200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,18000.0,18003.0,18004.0,18200.0,4.0,3.0,0.0,0,1.0
Button,0.75,18000.0,18004.0,18005.0,18200.0,5.0,4.0,0.0,0,1.0
Sound,0.75,18000.0,18005.0,18011.0,20000.0,11.0,5.0,0.0,0,1.0
Ultra,0.75,18200.0,18200.0,18203.0,18400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,18400.0,18400.0,18403.0,18600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,18500.0,18500.0,18501.0,18700.0,1.0,0.0,0.0,0,1.0
Button,0.75,18500.0,18501.0,18502.0,18700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,18600.0,18600.0,18603.0,18800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,18800.0,18800.0,18803.0,19000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,19000.0,19000.0,19003.0,19200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,19000.0,19003.0,19004.0,19200.0,4.0,3.0,0.0,0,1.0
Button,0.75,19000.0,19004.0,19005.0,19200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,19200.0,19200.0,19203.0,19400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,19400.0,19400.0,19403.0,19600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,19500.0,19500.0,19501.0,19700.0,1.0,0.0,0.0,0,1.0
Button,0.75,19500.0,19501.0,19502.0,19700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,19600.0,19600.0,19603.0,19800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,19800.0,19800.0,19803.0,20000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,20000.0,20000.0,20003.0,20200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,20000.0,20003.0,20004.0,20200.0,4.0,3.0,0.0,0,1.0
Button,0.75,20000.0,20004.0,20005.0,20200.0,5.0,4.0,0.0,0,1.0
Sound,0.75,20000.0,20005.0,20011.0,22000.0,11.0,5.0,0.0,0,1.0
Ultra,0.75,20200.0,20200.0,20203.0,20400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,20400.0,20400.0,20403.0,20600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,20500.0,20500.0,20501.0,20700.0,1.0,0.0,0.0,0,1.0
Button,0.75,20500.0,20501.0,20502.0,20700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,20600.0,20600.0,20603.0,20800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,20800.0,20800.0,20803.0,21000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,21000.0,21000.0,21003.0,21200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,21000.0,21003.0,21004.0,21200.0,4.0,3.0,0.0,0,1.0
Button,0.75,21000.0,21004.0,21005.0,21200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,21200.0,21200.0,21203.0,21400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,21400.0,21400.0,21403.0,21600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,21500.0,21500.0,21501.0,21700.0,1.0,0.0,0.0,0,1.0
Button,0.75,21500.0,21501.0,21502.0,21700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,21600.0,21600.0,21603.0,21800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,21800.0,21800.0,21803.0,22000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,22000.0,22000.0,22003.0,22200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,22000.0,22003.0,22004.0,22200.0,4.0,3.0,0.0,0,1.0
Button,0.75,22000.0,22004.0,22005.0,22200.0,5.0,4.0,0.0,0,1.0
Sound,0.75,22000.0,22005.0,22011.0,24000.0,11.0,5.0,0.0,0,1.0
Ultra,0.75,22200.0,22200.0,22203.0,22400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,22400.0,22400.0,22403.0,22600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,22500.0,22500.0,22501.0,22700.0,1.0,0.0,0.0,0,1.0
Button,0.75,22500.0,22501.0,22502.0,22700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,22600.0,22600.0,22603.0,22800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,22800.0,22800.0,22803.0,23000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,23000.0,23000.0,23003.0,23200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,23000.0,23003.0,23004.0,23200.0,4.0,3.0,0.0,0,1.0
Button,0.75,23000.0,23004.0,23005.0,23200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,23200.0,23200.0,23203.0,23400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,23400.0,23400.0,23403.0,23600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,23500.0,23500.0,23501.0,23700.0,1.0,0.0,0.0,0,1.0
Button,0.75,23500.0,23501.0,23502.0,23700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,23600.0,23600.0,23603.0,23800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,23800.0,23800.0,23803.0,24000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,24000.0,24000.0,24003.0,24200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,24000.0,24003.0,24004.0,24200.0,4.0,3.0,0.0,0,1.0
Button,0.75,24000.0,24004.0,24005.0,24200.0,5.0,4.0,0.0,0,1.0
Sound,0.75,24000.0,24005.0,24011.0,26000.0,11.0,5.0,0.0,0,1.0
Ultra,0.75,24200.0,24200.0,24203.0,24400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,24400.0,24400.0,24403.0,24600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,24500.0,24500.0,24501.0,24700.0,1.0,0.0,0.0,0,1.0
Button,0.75,24500.0,24501.0,24502.0,24700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,24600.0,24600.0,24603.0,24800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,24800.0,24800.0,24803.0,25000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,25000.0,25000.0,25003.0,25200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,25000.0,25003.0,25004.0,25200.0,4.0,3.0,0.0,0,1.0
Button,0.75,25000.0,25004.0,25005.0,25200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,25200.0,25200.0,25203.0,25400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,25400.0,25400.0,25403.0,25600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,25500.0,25500.0,25501.0,25700.0,1.0,0.0,0.0,0,1.0
Button,0.75,25500.0,25501.0,25502.0,25700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,25600.0,25600.0,25603.0,25800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,25800.0,25800.0,25803.0,26000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,26000.0,26000.0,26003.0,26200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,26000.0,26003.0,26004.0,26200.0,4.0,3.0,0.0,0,1.0
Button,0.75,26000.0,26004.0,26005.0,26200.0,5.0,4.0,0.0,0,1.0
Sound,0.75,26000.0,26005.0,26011.0,28000.0,11.0,5.0,0.0,0,1.0
Ultra,0.75,26200.0,26200.0,26203.0,26400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,26400.0,26400.0,26403.0,26600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,26500.0,26500.0,26501.0,26700.0,1.0,0.0,0.0,0,1.0
Button,0.75,26500.0,26501.0,26502.0,26700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,26600.0,26600.0,26603.0,26800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,26800.0,26800.0,26803.0,27000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,27000.0,27000.0,27003.0,27200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,27000.0,27003.0,27004.0,27200.0,4.0,3.0,0.0,0,1.0
Button,0.75,27000.0,27004.0,27005.0,27200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,27200.0,27200.0,27203.0,27400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,27400.0,27400.0,27403.0,27600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,27500.0,27500.0,27501.0,27700.0,1.0,0.0,0.0,0,1.0
Button,0.75,27500.0,27501.0,27502.0,27700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,27600.0,27600.0,27603.0,27800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,27800.0,27800.0,27803.0,28000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,28000.0,28000.0,28003.0,28200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,28000.0,28003.0,28004.0,28200.0,4.0,3.0,0.0,0,1.0
Button,0.75,28000.0,28004.0,28005.0,28200.0,5.0,4.0,0.0,0,1.0
Sound,0.75,28000.0,28005.0,28011.0,30000.0,11.0,5.0,0.0,0,1.0
Ultra,0.75,28200.0,28200.0,28203.0,28400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,28400.0,28400.0,28403.0,28600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,28500.0,28500.0,28501.0,28700.0,1.0,0.0,0.0,0,1.0
Button,0.75,28500.0,28501.0,28502.0,28700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,28600.0,28600.0,28603.0,28800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,28800.0,28800.0,28803.0,29000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,29000.0,29000.0,29003.0,29200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,29000.0,29003.0,29004.0,29200.0,4.0,3.0,0.0,0,1.0
Button,0.75,29000.0,29004.0,29005.0,29200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,29200.0,29200.0,29203.0,29400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,29400.0,29400.0,29403.0,29600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,29500.0,29500.0,29501.0,29700.0,1.0,0.0,0.0,0,1.0
Button,0.75,29500.0,29501.0,29502.0,29700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,29600.0,29600.0,29603.0,29800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,29800.0,29800.0,29803.0,30000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,30000.0,30000.0,30003.0,30200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,30000.0,30003.0,30004.0,30200.0,4.0,3.0,0.0,0,1.0
Button,0.75,30000.0,30004.0,30005.0,30200.0,5.0,4.0,0.0,0,1.0
Sound,0.75,30000.0,30005.0,30011.0,32000.0,11.0,5.0,0.0,0,1.0
Ultra,0.75,30200.0,30200.0,30203.0,30400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,30400.0,30400.0,30403.0,30600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,30500.0,30500.0,30501.0,30700.0,1.0,0.0,0.0,0,1.0
Button,0.75,30500.0,30501.0,30502.0,30700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,30600.0,30600.0,30603.0,30800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,30800.0,30800.0,30803.0,31000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,31000.0,31000.0,31003.0,31200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,31000.0,31003.0,31004.0,31200.0,4.0,3.0,0.0,0,1.0
Button,0.75,31000.0,31004.0,31005.0,31200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,31200.0,31200.0,31203.0,31400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,31400.0,31400.0,31403.0,31600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,31500.0,31500.0,31501.0,31700.0,1.0,0.0,0.0,0,1.0
Button,0.75,31500.0,31501.0,31502.0,31700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,31600.0,31600.0,31603.0,31800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,31800.0,31800.0,31803.0,32000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,32000.0,32000.0,32003.0,32200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,32000.0,32003.0,32004.0,32200.0,4.0,3.0,0.0,0,1.0
Button,0.75,32000.0,32004.0,32005.0,32200.0,5.0,4.0,0.0,0,1.0
Sound,0.75,32000.0,32005.0,32011.0,34000.0,11.0,5.0,0.0,0,1.0
Ultra,0.75,32200.0,32200.0,32203.0,32400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,32400.0,32400.0,32403.0,32600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,32500.0,32500.0,32501.0,32700.0,1.0,0.0,0.0,0,1.0
Button,0.75,32500.0,32501.0,32502.0,32700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,32600.0,32600.0,32603.0,32800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,32800.0,32800.0,32803.0,33000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,33000.0,33000.0,33003.0,33200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,33000.0,33003.0,33004.0,33200.0,4.0,3.0,0.0,0,1.0
Button,0.75,33000.0,33004.0,33005.0,33200.0,5.0,4.0,0.0,0,1.0
Ultra,0.75,33200.0,33200.0,33203.0,33400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,33400.0,33400.0,33403.0,33600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,33500.0,33500.0,33501.0,33700.0,1.0,0.0,0.0,0,1.0
Button,0.75,33500.0,33501.0,33502.0,33700.0,2.0,1.0,0.0,0,1.0
Ultra,0.75,33600.0,33600.0,33603.0,33800.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,33800.0,33800.0,33803.0,34000.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,34000.0,34000.0,34003.0,34200.0,3.0,0.0,0.0,0,1.0
PIR,0.75,34000.0,34003.0,34004.0,34200.0,4.0,3.0,0.0,0,1.0
Button,0.75,34000.0,34004.0,34005.0,34200.0,5.0,4.0,0.0,0,1.0
Sound,0.75,34000.0,34005.0,34011.0,36000.0,11.0,5.0,0.0,0,1.0
Ultra,0.75,34200.0,34200.0,34203.0,34400.0,3.0,0.0,0.0,0,1.0
Ultra,0.75,34400.0,34400.0,34403.0,34600.0,3.0,0.0,0.0,0,1.0
PIR,0.75,34500.0,34500.0,34501.0,34700.0,1.0,0.0,0.0,0,1.0
Button,0.75,34500.0,34501.0,34502.0,34700.0,2.0,1.0,0.0,0,1.0
