task,alpha,release,start,finish,deadline,response,waiting,tardiness,miss,utility
Sound,1.0,38000.0,38005.0,38013.0,40000.0,13.0,5.0,0.0,0,1.0
Ultra,1.0,38200.0,38200.0,38203.0,38400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,38400.0,38400.0,38403.0,38600.0,3.0,0.0,0.0,0,1.0
PIR,1.0,38500.0,38500.0,38501.0,38700.0,1.0,0.0,0.0,0,1.0
Button,1.0,38500.0,38501.0,38502.0,38700.0,2.0,1.0,0.0,0,1.0
Ultra,1.0,38600.0,38600.0,38603.0,38800.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,38800.0,38800.0,38803.0,39000.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,39000.0,39000.0,39003.0,39200.0,3.0,0.0,0.0,0,1.0
PIR,1.0,39000.0,39003.0,39004.0,39200.0,4.0,3.0,0.0,0,1.0
Button,1.0,39000.0,39004.0,39005.0,39200.0,5.0,4.0,0.0,0,1.0
Ultra,1.0,39200.0,39200.0,39203.0,39400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,39400.0,39400.0,39403.0,39600.0,3.0,0.0,0.0,0,1.0
PIR,1.0,39500.0,39500.0,39501.0,39700.0,1.0,0.0,0.0,0,1.0
Button,1.0,39500.0,39501.0,39502.0,39700.0,2.0,1.0,0.0,0,1.0
Ultra,1.0,39600.0,39600.0,39603.0,39800.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,39800.0,39800.0,39803.0,40000.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,40000.0,40000.0,40003.0,40200.0,3.0,0.0,0.0,0,1.0
PIR,1.0,40000.0,40003.0,40004.0,40200.0,4.0,3.0,0.0,0,1.0
Button,1.0,40000.0,40004.0,40005.0,40200.0,5.0,4.0,0.0,0,1.0
Sound,1.0,40000.0,40005.0,40013.0,42000.0,13.0,5.0,0.0,0,1.0
Ultra,1.0,40200.0,40200.0,40203.0,40400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,40400.0,40400.0,40403.0,40600.0,3.0,0.0,0.0,0,1.0
PIR,1.0,40500.0,40500.0,40501.0,40700.0,1.0,0.0,0.0,0,1.0
Button,1.0,40500.0,40501.0,40502.0,40700.0,2.0,1.0,0.0,0,1.0
Ultra,1.0,40600.0,40600.0,40603.0,40800.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,40800.0,40800.0,40803.0,41000.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,41000.0,41000.0,41003.0,41200.0,3.0,0.0,0.0,0,1.0
PIR,1.0,41000.0,41003.0,41004.0,41200.0,4.0,3.0,0.0,0,1.0
Button,1.0,41000.0,41004.0,41005.0,41200.0,5.0,4.0,0.0,0,1.0
Ultra,1.0,41200.0,41200.0,41203.0,41400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,41400.0,41400.0,41403.0,41600.0,3.0,0.0,0.0,0,1.0
PIR,1.0,41500.0,41500.0,41501.0,41700.0,1.0,0.0,0.0,0,1.0
Button,1.0,41500.0,41501.0,41502.0,41700.0,2.0,1.0,0.0,0,1.0
Ultra,1.0,41600.0,41600.0,41603.0,41800.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,41800.0,41800.0,41803.0,42000.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,42000.0,42000.0,42003.0,42200.0,3.0,0.0,0.0,0,1.0
PIR,1.0,42000.0,42003.0,42004.0,42200.0,4.0,3.0,0.0,0,1.0
Button,1.0,42000.0,42004.0,42005.0,42200.0,5.0,4.0,0.0,0,1.0
Sound,1.0,42000.0,42005.0,42013.0,44000.0,13.0,5.0,0.0,0,1.0
Ultra,1.0,42200.0,42200.0,42203.0,42400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,42400.0,42400.0,42403.0,42600.0,3.0,0.0,0.0,0,1.0
PIR,1.0,42500.0,42500.0,42501.0,42700.0,1.0,0.0,0.0,0,1.0
Button,1.0,42500.0,42501.0,42502.0,42700.0,2.0,1.0,0.0,0,1.0
Ultra,1.0,42600.0,42600.0,42603.0,42800.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,42800.0,42800.0,42803.0,43000.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,43000.0,43000.0,43003.0,43200.0,3.0,0.0,0.0,0,1.0
PIR,1.0,43000.0,43003.0,43004.0,43200.0,4.0,3.0,0.0,0,1.0
Button,1.0,43000.0,43004.0,43005.0,43200.0,5.0,4.0,0.0,0,1.0
Ultra,1.0,43200.0,43200.0,43203.0,43400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,43400.0,43400.0,43403.0,43600.0,3.0,0.0,0.0,0,1.0
PIR,1.0,43500.0,43500.0,43501.0,43700.0,1.0,0.0,0.0,0,1.0
Button,1.0,43500.0,43501.0,43502.0,43700.0,2.0,1.0,0.0,0,1.0
Ultra,1.0,43600.0,43600.0,43603.0,43800.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,43800.0,43800.0,43803.0,44000.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,44000.0,44000.0,44003.0,44200.0,3.0,0.0,0.0,0,1.0
PIR,1.0,44000.0,44003.0,44004.0,44200.0,4.0,3.0,0.0,0,1.0
Button,1.0,44000.0,44004.0,44005.0,44200.0,5.0,4.0,0.0,0,1.0
Sound,1.0,44000.0,44005.0,44013.0,46000.0,13.0,5.0,0.0,0,1.0
Ultra,1.0,44200.0,44200.0,44203.0,44400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,44400.0,44400.0,44403.0,44600.0,3.0,0.0,0.0,0,1.0
PIR,1.0,44500.0,44500.0,44501.0,44700.0,1.0,0.0,0.0,0,1.0
Button,1.0,44500.0,44501.0,44502.0,44700.0,2.0,1.0,0.0,0,1.0
Ultra,1.0,44600.0,44600.0,44603.0,44800.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,44800.0,44800.0,44803.0,45000.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,45000.0,45000.0,45003.0,45200.0,3.0,0.0,0.0,0,1.0
PIR,1.0,45000.0,45003.0,45004.0,45200.0,4.0,3.0,0.0,0,1.0
Button,1.0,45000.0,45004.0,45005.0,45200.0,5.0,4.0,0.0,0,1.0
Ultra,1.0,45200.0,45200.0,45203.0,45400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,45400.0,45400.0,45403.0,45600.0,3.0,0.0,0.0,0,1.0
PIR,1.0,45500.0,45500.0,45501.0,45700.0,1.0,0.0,0.0,0,1.0
Button,1.0,45500.0,45501.0,45502.0,45700.0,2.0,1.0,0.0,0,1.0
Ultra,1.0,45600.0,45600.0,45603.0,45800.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,45800.0,45800.0,45803.0,46000.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,46000.0,46000.0,46003.0,46200.0,3.0,0.0,0.0,0,1.0
PIR,1.0,46000.0,46003.0,46004.0,46200.0,4.0,3.0,0.0,0,1.0
Button,1.0,46000.0,46004.0,46005.0,46200.0,5.0,4.0,0.0,0,1.0
Sound,1.0,46000.0,46005.0,46013.0,48000.0,13.0,5.0,0.0,0,1.0
Ultra,1.0,46200.0,46200.0,46203.0,46400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,46400.0,46400.0,46403.0,46600.0,3.0,0.0,0.0,0,1.0
PIR,1.0,46500.0,46500.0,46501.0,46700.0,1.0,0.0,0.0,0,1.0
Button,1.0,46500.0,46501.0,46502.0,46700.0,2.0,1.0,0.0,0,1.0
Ultra,1.0,46600.0,46600.0,46603.0,46800.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,46800.0,46800.0,46803.0,47000.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,47000.0,47000.0,47003.0,47200.0,3.0,0.0,0.0,0,1.0
PIR,1.0,47000.0,47003.0,47004.0,47200.0,4.0,3.0,0.0,0,1.0
Button,1.0,47000.0,47004.0,47005.0,47200.0,5.0,4.0,0.0,0,1.0
Ultra,1.0,47200.0,47200.0,47203.0,47400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,47400.0,47400.0,47403.0,47600.0,3.0,0.0,0.0,0,1.0
PIR,1.0,47500.0,47500.0,47501.0,47700.0,1.0,0.0,0.0,0,1.0
Button,1.0,47500.0,47501.0,47502.0,47700.0,2.0,1.0,0.0,0,1.0
Ultra,1.0,47600.0,47600.0,47603.0,47800.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,47800.0,47800.0,47803.0,48000.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,48000.0,48000.0,48003.0,48200.0,3.0,0.0,0.0,0,1.0
PIR,1.0,48000.0,48003.0,48004.0,48200.0,4.0,3.0,0.0,0,1.0
Button,1.0,48000.0,48004.0,48005.0,48200.0,5.0,4.0,0.0,0,1.0
Sound,1.0,48000.0,48005.0,48013.0,50000.0,13.0,5.0,0.0,0,1.0
Ultra,1.0,48200.0,48200.0,48203.0,48400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,48400.0,48400.0,48403.0,48600.0,3.0,0.0,0.0,0,1.0
PIR,1.0,48500.0,48500.0,48501.0,48700.0,1.0,0.0,0.0,0,1.0
Button,1.0,48500.0,48501.0,48502.0,48700.0,2.0,1.0,0.0,0,1.0
Ultra,1.0,48600.0,48600.0,48603.0,48800.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,48800.0,48800.0,48803.0,49000.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,49000.0,49000.0,49003.0,49200.0,3.0,0.0,0.0,0,1.0
PIR,1.0,49000.0,49003.0,49004.0,49200.0,4.0,3.0,0.0,0,1.0
Button,1.0,49000.0,49004.0,49005.0,49200.0,5.0,4.0,0.0,0,1.0
Ultra,1.0,49200.0,49200.0,49203.0,49400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,49400.0,49400.0,49403.0,49600.0,3.0,0.0,0.0,0,1.0
PIR,1.0,49500.0,49500.0,49501.0,49700.0,1.0,0.0,0.0,0,1.0
Button,1.0,49500.0,49501.0,49502.0,49700.0,2.0,1.0,0.0,0,1.0
Ultra,1.0,49600.0,49600.0,49603.0,49800.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,49800.0,49800.0,49803.0,50000.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,50000.0,50000.0,50003.0,50200.0,3.0,0.0,0.0,0,1.0
PIR,1.0,50000.0,50003.0,50004.0,50200.0,4.0,3.0,0.0,0,1.0
Button,1.0,50000.0,50004.0,50005.0,50200.0,5.0,4.0,0.0,0,1.0
Sound,1.0,50000.0,50005.0,50013.0,52000.0,13.0,5.0,0.0,0,1.0
Ultra,1.0,50200.0,50200.0,50203.0,50400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,50400.0,50400.0,50403.0,50600.0,3.0,0.0,0.0,0,1.0
PIR,1.0,50500.0,50500.0,50501.0,50700.0,1.0,0.0,0.0,0,1.0
Button,1.0,50500.0,50501.0,50502.0,50700.0,2.0,1.0,0.0,0,1.0
Ultra,1.0,50600.0,50600.0,50603.0,50800.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,50800.0,50800.0,50803.0,51000.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,51000.0,51000.0,51003.0,51200.0,3.0,0.0,0.0,0,1.0
PIR,1.0,51000.0,51003.0,51004.0,51200.0,4.0,3.0,0.0,0,1.0
Button,1.0,51000.0,51004.0,51005.0,51200.0,5.0,4.0,0.0,0,1.0
Ultra,1.0,51200.0,51200.0,51203.0,51400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,51400.0,51400.0,51403.0,51600.0,3.0,0.0,0.0,0,1.0
PIR,1.0,51500.0,51500.0,51501.0,51700.0,1.0,0.0,0.0,0,1.0
Button,1.0,51500.0,51501.0,51502.0,51700.0,2.0,1.0,0.0,0,1.0
Ultra,1.0,51600.0,51600.0,51603.0,51800.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,51800.0,51800.0,51803.0,52000.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,52000.0,52000.0,52003.0,52200.0,3.0,0.0,0.0,0,1.0
PIR,1.0,52000.0,52003.0,52004.0,52200.0,4.0,3.0,0.0,0,1.0
Button,1.0,52000.0,52004.0,52005.0,52200.0,5.0,4.0,0.0,0,1.0
Sound,1.0,52000.0,52005.0,52013.0,54000.0,13.0,5.0,0.0,0,1.0
Ultra,1.0,52200.0,52200.0,52203.0,52400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,52400.0,52400.0,52403.0,52600.0,3.0,0.0,0.0,0,1.0
PIR,1.0,52500.0,52500.0,52501.0,52700.0,1.0,0.0,0.0,0,1.0
Button,1.0,52500.0,52501.0,52502.0,52700.0,2.0,1.0,0.0,0,1.0
Ultra,1.0,52600.0,52600.0,52603.0,52800.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,52800.0,52800.0,52803.0,53000.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,53000.0,53000.0,53003.0,53200.0,3.0,0.0,0.0,0,1.0
PIR,1.0,53000.0,53003.0,53004.0,53200.0,4.0,3.0,0.0,0,1.0
Button,1.0,53000.0,53004.0,53005.0,53200.0,5.0,4.0,0.0,0,1.0
Ultra,1.0,53200.0,53200.0,53203.0,53400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,53400.0,53400.0,53403.0,53600.0,3.0,0.0,0.0,0,1.0
PIR,1.0,53500.0,53500.0,53501.0,53700.0,1.0,0.0,0.0,0,1.0
Button,1.0,53500.0,53501.0,53502.0,53700.0,2.0,1.0,0.0,0,1.0
Ultra,1.0,53600.0,53600.0,53603.0,53800.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,53800.0,53800.0,53803.0,54000.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,54000.0,54000.0,54003.0,54200.0,3.0,0.0,0.0,0,1.0
PIR,1.0,54000.0,54003.0,54004.0,54200.0,4.0,3.0,0.0,0,1.0
Button,1.0,54000.0,54004.0,54005.0,54200.0,5.0,4.0,0.0,0,1.0
Sound,1.0,54000.0,54005.0,54013.0,56000.0,13.0,5.0,0.0,0,1.0
Ultra,1.0,54200.0,54200.0,54203.0,54400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,54400.0,54400.0,54403.0,54600.0,3.0,0.0,0.0,0,1.0
PIR,1.0,54500.0,54500.0,54501.0,54700.0,1.0,0.0,0.0,0,1.0
Button,1.0,54500.0,54501.0,54502.0,54700.0,2.0,1.0,0.0,0,1.0
Ultra,1.0,54600.0,54600.0,54603.0,54800.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,54800.0,54800.0,54803.0,55000.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,55000.0,55000.0,55003.0,55200.0,3.0,0.0,0.0,0,1.0
PIR,1.0,55000.0,55003.0,55004.0,55200.0,4.0,3.0,0.0,0,1.0
Button,1.0,55000.0,55004.0,55005.0,55200.0,5.0,4.0,0.0,0,1.0
Ultra,1.0,55200.0,55200.0,55203.0,55400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,55400.0,55400.0,55403.0,55600.0,3.0,0.0,0.0,0,1.0
PIR,1.0,55500.0,55500.0,55501.0,55700.0,1.0,0.0,0.0,0,1.0
Button,1.0,55500.0,55501.0,55502.0,55700.0,2.0,1.0,0.0,0,1.0
Ultra,1.0,55600.0,55600.0,55603.0,55800.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,55800.0,55800.0,55803.0,56000.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,56000.0,56000.0,56003.0,56200.0,3.0,0.0,0.0,0,1.0
PIR,1.0,56000.0,56003.0,56004.0,56200.0,4.0,3.0,0.0,0,1.0
Button,1.0,56000.0,56004.0,56005.0,56200.0,5.0,4.0,0.0,0,1.0
Sound,1.0,56000.0,56005.0,56013.0,58000.0,13.0,5.0,0.0,0,1.0
Ultra,1.0,56200.0,56200.0,56203.0,56400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,56400.0,56400.0,56403.0,56600.0,3.0,0.0,0.0,0,1.0
PIR,1.0,56500.0,56500.0,56501.0,56700.0,1.0,0.0,0.0,0,1.0
Button,1.0,56500.0,56501.0,56502.0,56700.0,2.0,1.0,0.0,0,1.0
Ultra,1.0,56600.0,56600.0,56603.0,56800.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,56800.0,56800.0,56803.0,57000.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,57000.0,57000.0,57003.0,57200.0,3.0,0.0,0.0,0,1.0
PIR,1.0,57000.0,57003.0,57004.0,57200.0,4.0,3.0,0.0,0,1.0
Button,1.0,57000.0,57004.0,57005.0,57200.0,5.0,4.0,0.0,0,1.0
Ultra,1.0,57200.0,57200.0,57203.0,57400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,57400.0,57400.0,57403.0,57600.0,3.0,0.0,0.0,0,1.0
PIR,1.0,57500.0,57500.0,57501.0,57700.0,1.0,0.0,0.0,0,1.0
Button,1.0,57500.0,57501.0,57502.0,57700.0,2.0,1.0,0.0,0,1.0
Ultra,1.0,57600.0,57600.0,57603.0,57800.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,57800.0,57800.0,57803.0,58000.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,58000.0,58000.0,58003.0,58200.0,3.0,0.0,0.0,0,1.0
PIR,1.0,58000.0,58003.0,58004.0,58200.0,4.0,3.0,0.0,0,1.0
Button,1.0,58000.0,58004.0,58005.0,58200.0,5.0,4.0,0.0,0,1.0
Sound,1.0,58000.0,58005.0,58013.0,60000.0,13.0,5.0,0.0,0,1.0
Ultra,1.0,58200.0,58200.0,58203.0,58400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,58400.0,58400.0,58403.0,58600.0,3.0,0.0,0.0,0,1.0
PIR,1.0,58500.0,58500.0,58501.0,58700.0,1.0,0.0,0.0,0,1.0
Button,1.0,58500.0,58501.0,58502.0,58700.0,2.0,1.0,0.0,0,1.0
Ultra,1.0,58600.0,58600.0,58603.0,58800.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,58800.0,58800.0,58803.0,59000.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,59000.0,59000.0,59003.0,59200.0,3.0,0.0,0.0,0,1.0
PIR,1.0,59000.0,59003.0,59004.0,59200.0,4.0,3.0,0.0,0,1.0
Button,1.0,59000.0,59004.0,59005.0,59200.0,5.0,4.0,0.0,0,1.0
Ultra,1.0,59200.0,59200.0,59203.0,59400.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,59400.0,59400.0,59403.0,59600.0,3.0,0.0,0.0,0,1.0
PIR,1.0,59500.0,59500.0,59501.0,59700.0,1.0,0.0,0.0,0,1.0
Button,1.0,59500.0,59501.0,59502.0,59700.0,2.0,1.0,0.0,0,1.0
Ultra,1.0,59600.0,59600.0,59603.0,59800.0,3.0,0.0,0.0,0,1.0
Ultra,1.0,59800.0,59800.0,59803.0,60000.0,3.0,0.0,0.0,0,1.0
Ultra,1.25,0.0,0.0,4.0,200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,0.0,4.0,6.0,200.0,6.0,4.0,0.0,0,1.0
Button,1.25,0.0,6.0,8.0,200.0,8.0,6.0,0.0,0,1.0
Sound,1.25,0.0,8.0,18.0,2000.0,18.0,8.0,0.0,0,1.0
Ultra,1.25,200.0,200.0,204.0,400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,400.0,400.0,404.0,600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,500.0,500.0,502.0,700.0,2.0,0.0,0.0,0,1.0
Button,1.25,500.0,502.0,504.0,700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,600.0,600.0,604.0,800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,800.0,800.0,804.0,1000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,1000.0,1000.0,1004.0,1200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,1000.0,1004.0,1006.0,1200.0,6.0,4.0,0.0,0,1.0
Button,1.25,1000.0,1006.0,1008.0,1200.0,8.0,6.0,0.0,0,1.0
Ultra,1.25,1200.0,1200.0,1204.0,1400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,1400.0,1400.0,1404.0,1600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,1500.0,1500.0,1502.0,1700.0,2.0,0.0,0.0,0,1.0
Button,1.25,1500.0,1502.0,1504.0,1700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,1600.0,1600.0,1604.0,1800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,1800.0,1800.0,1804.0,2000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,2000.0,2000.0,2004.0,2200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,2000.0,2004.0,2006.0,2200.0,6.0,4.0,0.0,0,1.0
Button,1.25,2000.0,2006.0,2008.0,2200.0,8.0,6.0,0.0,0,1.0
Sound,1.25,2000.0,2008.0,2018.0,4000.0,18.0,8.0,0.0,0,1.0
Ultra,1.25,2200.0,2200.0,2204.0,2400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,2400.0,2400.0,2404.0,2600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,2500.0,2500.0,2502.0,2700.0,2.0,0.0,0.0,0,1.0
Button,1.25,2500.0,2502.0,2504.0,2700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,2600.0,2600.0,2604.0,2800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,2800.0,2800.0,2804.0,3000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,3000.0,3000.0,3004.0,3200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,3000.0,3004.0,3006.0,3200.0,6.0,4.0,0.0,0,1.0
Button,1.25,3000.0,3006.0,3008.0,3200.0,8.0,6.0,0.0,0,1.0
Ultra,1.25,3200.0,3200.0,3204.0,3400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,3400.0,3400.0,3404.0,3600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,3500.0,3500.0,3502.0,3700.0,2.0,0.0,0.0,0,1.0
Button,1.25,3500.0,3502.0,3504.0,3700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,3600.0,3600.0,3604.0,3800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,3800.0,3800.0,3804.0,4000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,4000.0,4000.0,4004.0,4200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,4000.0,4004.0,4006.0,4200.0,6.0,4.0,0.0,0,1.0
Button,1.25,4000.0,4006.0,4008.0,4200.0,8.0,6.0,0.0,0,1.0
Sound,1.25,4000.0,4008.0,4018.0,6000.0,18.0,8.0,0.0,0,1.0
Ultra,1.25,4200.0,4200.0,4204.0,4400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,4400.0,4400.0,4404.0,4600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,4500.0,4500.0,4502.0,4700.0,2.0,0.0,0.0,0,1.0
Button,1.25,4500.0,4502.0,4504.0,4700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,4600.0,4600.0,4604.0,4800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,4800.0,4800.0,4804.0,5000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,5000.0,5000.0,5004.0,5200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,5000.0,5004.0,5006.0,5200.0,6.0,4.0,0.0,0,1.0
Button,1.25,5000.0,5006.0,5008.0,5200.0,8.0,6.0,0.0,0,1.0
Ultra,1.25,5200.0,5200.0,5204.0,5400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,5400.0,5400.0,5404.0,5600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,5500.0,5500.0,5502.0,5700.0,2.0,0.0,0.0,0,1.0
Button,1.25,5500.0,5502.0,5504.0,5700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,5600.0,5600.0,5604.0,5800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,5800.0,5800.0,5804.0,6000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,6000.0,6000.0,6004.0,6200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,6000.0,6004.0,6006.0,6200.0,6.0,4.0,0.0,0,1.0
Button,1.25,6000.0,6006.0,6008.0,6200.0,8.0,6.0,0.0,0,1.0
Sound,1.25,6000.0,6008.0,6018.0,8000.0,18.0,8.0,0.0,0,1.0
Ultra,1.25,6200.0,6200.0,6204.0,6400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,6400.0,6400.0,6404.0,6600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,6500.0,6500.0,6502.0,6700.0,2.0,0.0,0.0,0,1.0
Button,1.25,6500.0,6502.0,6504.0,6700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,6600.0,6600.0,6604.0,6800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,6800.0,6800.0,6804.0,7000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,7000.0,7000.0,7004.0,7200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,7000.0,7004.0,7006.0,7200.0,6.0,4.0,0.0,0,1.0
Button,1.25,7000.0,7006.0,7008.0,7200.0,8.0,6.0,0.0,0,1.0
Ultra,1.25,7200.0,7200.0,7204.0,7400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,7400.0,7400.0,7404.0,7600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,7500.0,7500.0,7502.0,7700.0,2.0,0.0,0.0,0,1.0
Button,1.25,7500.0,7502.0,7504.0,7700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,7600.0,7600.0,7604.0,7800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,7800.0,7800.0,7804.0,8000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,8000.0,8000.0,8004.0,8200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,8000.0,8004.0,8006.0,8200.0,6.0,4.0,0.0,0,1.0
Button,1.25,8000.0,8006.0,8008.0,8200.0,8.0,6.0,0.0,0,1.0
Sound,1.25,8000.0,8008.0,8018.0,10000.0,18.0,8.0,0.0,0,1.0
Ultra,1.25,8200.0,8200.0,8204.0,8400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,8400.0,8400.0,8404.0,8600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,8500.0,8500.0,8502.0,8700.0,2.0,0.0,0.0,0,1.0
Button,1.25,8500.0,8502.0,8504.0,8700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,8600.0,8600.0,8604.0,8800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,8800.0,8800.0,8804.0,9000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,9000.0,9000.0,9004.0,9200.0,4.0,0.0,0.0,0,1.0
PIR,1.25,9000.0,9004.0,9006.0,9200.0,6.0,4.0,0.0,0,1.0
Button,1.25,9000.0,9006.0,9008.0,9200.0,8.0,6.0,0.0,0,1.0
Ultra,1.25,9200.0,9200.0,9204.0,9400.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,9400.0,9400.0,9404.0,9600.0,4.0,0.0,0.0,0,1.0
PIR,1.25,9500.0,9500.0,9502.0,9700.0,2.0,0.0,0.0,0,1.0
Button,1.25,9500.0,9502.0,9504.0,9700.0,4.0,2.0,0.0,0,1.0
Ultra,1.25,9600.0,9600.0,9604.0,9800.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,9800.0,9800.0,9804.0,10000.0,4.0,0.0,0.0,0,1.0
Ultra,1.25,10000.0,10000.0,10004.0,10200.0,4.0,0.0,0.0,0,1.0
